"subj" "item" "condition" "rt" "rcpos"
"63352" "55.dat" 6 "d" 469 "5"
"63378" "55.dat" 9 "c" 548 "1"
"63379" "55.dat" 9 "c" 580 "2"
"63380" "55.dat" 9 "c" 475 "3"
"63381" "55.dat" 9 "c" 535 "4"
"63382" "55.dat" 9 "c" 465 "5"
"63415" "55.dat" 10 "d" 545 "1"
"63416" "55.dat" 10 "d" 552 "2"
"63417" "55.dat" 10 "d" 531 "3"
"63418" "55.dat" 10 "d" 488 "4"
"63419" "55.dat" 10 "d" 1489 "5"
"63485" "55.dat" 3 "a" 542 "1"
"63486" "55.dat" 3 "a" 1341 "2"
"63487" "55.dat" 3 "a" 487 "3"
"63488" "55.dat" 3 "a" 537 "4"
"63489" "55.dat" 3 "a" 448 "5"
"63553" "55.dat" 22 "d" 466 "1"
"63554" "55.dat" 22 "d" 335 "2"
"635551" "55.dat" 22 "d" 357 "3"
"635561" "55.dat" 22 "d" 321 "4"
"635571" "55.dat" 22 "d" 365 "5"
"63584" "55.dat" 21 "c" 572 "1"
"63585" "55.dat" 21 "c" 624 "2"
"63586" "55.dat" 21 "c" 907 "3"
"63587" "55.dat" 21 "c" 431 "4"
"63588" "55.dat" 21 "c" 552 "5"
"636471" "55.dat" 19 "a" 482 "1"
"636481" "55.dat" 19 "a" 762 "2"
"636491" "55.dat" 19 "a" 431 "3"
"636501" "55.dat" 19 "a" 444 "4"
"636511" "55.dat" 19 "a" 476 "5"
"63710" "55.dat" 14 "d" 472 "1"
"63711" "55.dat" 14 "d" 582 "2"
"63712" "55.dat" 14 "d" 468 "3"
"63713" "55.dat" 14 "d" 481 "4"
"63714" "55.dat" 14 "d" 475 "5"
"63728" "55.dat" 15 "a" 641 "1"
"63729" "55.dat" 15 "a" 404 "2"
"63730" "55.dat" 15 "a" 400 "3"
"63731" "55.dat" 15 "a" 606 "4"
"63732" "55.dat" 15 "a" 544 "5"
"63807" "56.dat" 22 "a" 517 "1"
"63808" "56.dat" 22 "a" 510 "2"
"63809" "56.dat" 22 "a" 926 "3"
"63810" "56.dat" 22 "a" 523 "4"
"63811" "56.dat" 22 "a" 695 "5"
"63850" "56.dat" 3 "b" 649 "1"
"63851" "56.dat" 3 "b" 1938 "2"
"63852" "56.dat" 3 "b" 451 "3"
"63853" "56.dat" 3 "b" 436 "4"
"63854" "56.dat" 3 "b" 425 "5"
"63941" "56.dat" 21 "d" 553 "1"
"63942" "56.dat" 21 "d" 1798 "2"
"63943" "56.dat" 21 "d" 495 "3"
"63944" "56.dat" 21 "d" 2461 "4"
"63945" "56.dat" 21 "d" 452 "5"
"63961" "56.dat" 6 "a" 406 "1"
"63962" "56.dat" 6 "a" 491 "2"
"63963" "56.dat" 6 "a" 1212 "3"
"63964" "56.dat" 6 "a" 2089 "4"
"63965" "56.dat" 6 "a" 3178 "5"
"63993" "56.dat" 24 "c" 381 "1"
"63994" "56.dat" 24 "c" 713 "2"
"63995" "56.dat" 24 "c" 375 "3"
"63996" "56.dat" 24 "c" 373 "4"
"63997" "56.dat" 24 "c" 2426 "5"
"640271" "56.dat" 8 "c" 1451 "1"
"640281" "56.dat" 8 "c" 1148 "2"
"64029" "56.dat" 8 "c" 498 "3"
"64030" "56.dat" 8 "c" 5848 "4"
"64031" "56.dat" 8 "c" 575 "5"
"64162" "56.dat" 15 "b" 383 "1"
"64163" "56.dat" 15 "b" 358 "2"
"64164" "56.dat" 15 "b" 634 "3"
"64165" "56.dat" 15 "b" 773 "4"
"64166" "56.dat" 15 "b" 868 "5"
"64224" "56.dat" 13 "d" 523 "1"
"64225" "56.dat" 13 "d" 1355 "2"
"64226" "56.dat" 13 "d" 1761 "3"
"64227" "56.dat" 13 "d" 6031 "4"
"64228" "56.dat" 13 "d" 478 "5"
"64282" "56.dat" 11 "b" 431 "1"
"64283" "56.dat" 11 "b" 1744 "2"
"642841" "56.dat" 11 "b" 463 "3"
"642851" "56.dat" 11 "b" 479 "4"
"642861" "56.dat" 11 "b" 3297 "5"
"643061" "56.dat" 9 "d" 525 "1"
"643071" "56.dat" 9 "d" 548 "2"
"643081" "56.dat" 9 "d" 440 "3"
"643091" "56.dat" 9 "d" 747 "4"
"643101" "56.dat" 9 "d" 2515 "5"
"643601" "56.dat" 2 "a" 1358 "1"
"643611" "56.dat" 2 "a" 615 "2"
"643621" "56.dat" 2 "a" 437 "3"
"643631" "56.dat" 2 "a" 470 "4"
"643641" "56.dat" 2 "a" 1427 "5"
"64419" "56.dat" 16 "c" 944 "1"
"64420" "56.dat" 16 "c" 890 "2"
"64421" "56.dat" 16 "c" 1015 "3"
"64422" "56.dat" 16 "c" 503 "4"
"64423" "56.dat" 16 "c" 562 "5"
"64437" "56.dat" 19 "b" 636 "1"
"64438" "56.dat" 19 "b" 674 "2"
"64439" "56.dat" 19 "b" 1405 "3"
"64440" "56.dat" 19 "b" 1316 "4"
"64441" "56.dat" 19 "b" 558 "5"
"64486" "56.dat" 18 "a" 1007 "1"
"64487" "56.dat" 18 "a" 608 "2"
"64488" "56.dat" 18 "a" 492 "3"
"64489" "56.dat" 18 "a" 498 "4"
"64490" "56.dat" 18 "a" 1016 "5"
"64520" "56.dat" 1 "d" 1957 "1"
"64521" "56.dat" 1 "d" 590 "2"
"64522" "56.dat" 1 "d" 551 "3"
"64523" "56.dat" 1 "d" 627 "4"
"64524" "56.dat" 1 "d" 1367 "5"
"64571" "56.dat" 12 "c" 518 "1"
"64572" "56.dat" 12 "c" 711 "2"
"64573" "56.dat" 12 "c" 474 "3"
"64574" "56.dat" 12 "c" 501 "4"
"64575" "56.dat" 12 "c" 478 "5"
"64628" "56.dat" 7 "b" 323 "1"
"64629" "56.dat" 7 "b" 265 "2"
"64630" "56.dat" 7 "b" 303 "3"
"64631" "56.dat" 7 "b" 446 "4"
"64632" "56.dat" 7 "b" 991 "5"
"64677" "56.dat" 14 "a" 419 "1"
"64678" "56.dat" 14 "a" 553 "2"
"64679" "56.dat" 14 "a" 492 "3"
"64680" "56.dat" 14 "a" 355 "4"
"64681" "56.dat" 14 "a" 364 "5"
"64701" "56.dat" 10 "a" 476 "1"
"64702" "56.dat" 10 "a" 559 "2"
"64703" "56.dat" 10 "a" 380 "3"
"64704" "56.dat" 10 "a" 322 "4"
"64705" "56.dat" 10 "a" 313 "5"
"647341" "56.dat" 4 "c" 1643 "1"
"647351" "56.dat" 4 "c" 833 "2"
"647361" "56.dat" 4 "c" 1079 "3"
"647371" "56.dat" 4 "c" 464 "4"
"647381" "56.dat" 4 "c" 472 "5"
"64775" "56.dat" 5 "d" 649 "1"
"64776" "56.dat" 5 "d" 1336 "2"
"64777" "56.dat" 5 "d" 1540 "3"
"64778" "56.dat" 5 "d" 3619 "4"
"64779" "56.dat" 5 "d" 502 "5"
"64806" "56.dat" 23 "b" 438 "1"
"64807" "56.dat" 23 "b" 643 "2"
"64808" "56.dat" 23 "b" 1297 "3"
"64809" "56.dat" 23 "b" 519 "4"
"64810" "56.dat" 23 "b" 568 "5"
"64896" "56.dat" 20 "c" 378 "1"
"64897" "56.dat" 20 "c" 1855 "2"
"64898" "56.dat" 20 "c" 407 "3"
"64899" "56.dat" 20 "c" 564 "4"
"64900" "56.dat" 20 "c" 492 "5"
"64959" "56.dat" 17 "d" 460 "1"
"64960" "56.dat" 17 "d" 936 "2"
"64961" "56.dat" 17 "d" 426 "3"
"64962" "56.dat" 17 "d" 454 "4"
"64963" "56.dat" 17 "d" 1255 "5"
"65054" "57.dat" 9 "a" 520 "1"
"65055" "57.dat" 9 "a" 453 "2"
"65056" "57.dat" 9 "a" 453 "3"
"65057" "57.dat" 9 "a" 547 "4"
"65058" "57.dat" 9 "a" 1877 "5"
"65123" "57.dat" 20 "d" 583 "1"
"65124" "57.dat" 20 "d" 751 "2"
"65125" "57.dat" 20 "d" 2135 "3"
"65126" "57.dat" 20 "d" 733 "4"
"65127" "57.dat" 20 "d" 1925 "5"
"65184" "57.dat" 7 "c" 1235 "1"
"65185" "57.dat" 7 "c" 625 "2"
"65186" "57.dat" 7 "c" 494 "3"
"65187" "57.dat" 7 "c" 1226 "4"
"65188" "57.dat" 7 "c" 549 "5"
"65242" "57.dat" 12 "d" 1002 "1"
"65243" "57.dat" 12 "d" 646 "2"
"65244" "57.dat" 12 "d" 1306 "3"
"65245" "57.dat" 12 "d" 1183 "4"
"652461" "57.dat" 12 "d" 562 "5"
"65273" "57.dat" 10 "b" 630 "1"
"65274" "57.dat" 10 "b" 561 "2"
"65275" "57.dat" 10 "b" 707 "3"
"65276" "57.dat" 10 "b" 590 "4"
"65277" "57.dat" 10 "b" 4090 "5"
"65295" "57.dat" 21 "a" 764 "1"
"65296" "57.dat" 21 "a" 1017 "2"
"65297" "57.dat" 21 "a" 493 "3"
"65298" "57.dat" 21 "a" 1034 "4"
"65299" "57.dat" 21 "a" 2521 "5"
"65394" "57.dat" 2 "b" 626 "1"
"65395" "57.dat" 2 "b" 929 "2"
"65396" "57.dat" 2 "b" 660 "3"
"65397" "57.dat" 2 "b" 2325 "4"
"65398" "57.dat" 2 "b" 1533 "5"
"65444" "57.dat" 24 "d" 2444 "1"
"65445" "57.dat" 24 "d" 1277 "2"
"65446" "57.dat" 24 "d" 2294 "3"
"65447" "57.dat" 24 "d" 2525 "4"
"65448" "57.dat" 24 "d" 510 "5"
"65463" "57.dat" 1 "a" 578 "1"
"65464" "57.dat" 1 "a" 937 "2"
"65465" "57.dat" 1 "a" 720 "3"
"65466" "57.dat" 1 "a" 1247 "4"
"65467" "57.dat" 1 "a" 516 "5"
"65610" "57.dat" 8 "d" 519 "1"
"656111" "57.dat" 8 "d" 451 "2"
"656121" "57.dat" 8 "d" 366 "3"
"656131" "57.dat" 8 "d" 392 "4"
"656141" "57.dat" 8 "d" 4416 "5"
"65646" "57.dat" 17 "a" 544 "1"
"65647" "57.dat" 17 "a" 568 "2"
"65648" "57.dat" 17 "a" 442 "3"
"65649" "57.dat" 17 "a" 411 "4"
"65650" "57.dat" 17 "a" 397 "5"
"65705" "57.dat" 18 "b" 428 "1"
"65706" "57.dat" 18 "b" 564 "2"
"65707" "57.dat" 18 "b" 483 "3"
"65708" "57.dat" 18 "b" 480 "4"
"65709" "57.dat" 18 "b" 505 "5"
"65727" "57.dat" 6 "b" 482 "1"
"65728" "57.dat" 6 "b" 479 "2"
"65729" "57.dat" 6 "b" 445 "3"
"65730" "57.dat" 6 "b" 431 "4"
"65731" "57.dat" 6 "b" 540 "5"
"65778" "57.dat" 3 "c" 384 "1"
"65779" "57.dat" 3 "c" 1137 "2"
"65780" "57.dat" 3 "c" 626 "3"
"65781" "57.dat" 3 "c" 1108 "4"
"65782" "57.dat" 3 "c" 591 "5"
"65835" "57.dat" 16 "d" 432 "1"
"65836" "57.dat" 16 "d" 463 "2"
"658371" "57.dat" 16 "d" 584 "3"
"658381" "57.dat" 16 "d" 551 "4"
"658391" "57.dat" 16 "d" 2469 "5"
"65867" "57.dat" 19 "c" 390 "1"
"65868" "57.dat" 19 "c" 746 "2"
"65869" "57.dat" 19 "c" 456 "3"
"65870" "57.dat" 19 "c" 1592 "4"
"658711" "57.dat" 19 "c" 455 "5"
"65888" "57.dat" 22 "b" 459 "1"
"65889" "57.dat" 22 "b" 460 "2"
"65890" "57.dat" 22 "b" 404 "3"
"65891" "57.dat" 22 "b" 459 "4"
"65892" "57.dat" 22 "b" 2838 "5"
"65930" "57.dat" 11 "c" 593 "1"
"65931" "57.dat" 11 "c" 496 "2"
"65932" "57.dat" 11 "c" 469 "3"
"65933" "57.dat" 11 "c" 510 "4"
"65934" "57.dat" 11 "c" 1438 "5"
"659651" "57.dat" 4 "d" 346 "1"
"659661" "57.dat" 4 "d" 432 "2"
"659671" "57.dat" 4 "d" 353 "3"
"659681" "57.dat" 4 "d" 431 "4"
"659691" "57.dat" 4 "d" 526 "5"
"660441" "57.dat" 13 "a" 278 "1"
"660451" "57.dat" 13 "a" 306 "2"
"660461" "57.dat" 13 "a" 298 "3"
"660471" "57.dat" 13 "a" 389 "4"
"660481" "57.dat" 13 "a" 1776 "5"
"66070" "57.dat" 15 "c" 357 "1"
"66071" "57.dat" 15 "c" 1612 "2"
"66072" "57.dat" 15 "c" 470 "3"
"66073" "57.dat" 15 "c" 1530 "4"
"66074" "57.dat" 15 "c" 437 "5"
"66123" "57.dat" 23 "c" 346 "1"
"66124" "57.dat" 23 "c" 890 "2"
"66125" "57.dat" 23 "c" 357 "3"
"66126" "57.dat" 23 "c" 493 "4"
"66127" "57.dat" 23 "c" 602 "5"
"66143" "57.dat" 14 "b" 318 "1"
"66144" "57.dat" 14 "b" 364 "2"
"66145" "57.dat" 14 "b" 355 "3"
"66146" "57.dat" 14 "b" 1160 "4"
"66147" "57.dat" 14 "b" 2877 "5"
"66195" "57.dat" 5 "a" 557 "1"
"66196" "57.dat" 5 "a" 410 "2"
"66197" "57.dat" 5 "a" 353 "3"
"66198" "57.dat" 5 "a" 407 "4"
"66199" "57.dat" 5 "a" 469 "5"
"66303" "58.dat" 5 "b" 549 "1"
"66304" "58.dat" 5 "b" 794 "2"
"66305" "58.dat" 5 "b" 1029 "3"
"663061" "58.dat" 5 "b" 628 "4"
"663071" "58.dat" 5 "b" 656 "5"
"66337" "58.dat" 6 "c" 1053 "1"
"66338" "58.dat" 6 "c" 646 "2"
"66339" "58.dat" 6 "c" 766 "3"
"66340" "58.dat" 6 "c" 533 "4"
"66341" "58.dat" 6 "c" 519 "5"
"663801" "58.dat" 20 "a" 1319 "1"
"663811" "58.dat" 20 "a" 1416 "2"
"663821" "58.dat" 20 "a" 567 "3"
"663831" "58.dat" 20 "a" 876 "4"
"663841" "58.dat" 20 "a" 601 "5"
"66405" "58.dat" 22 "c" 719 "1"
"66406" "58.dat" 22 "c" 682 "2"
"66407" "58.dat" 22 "c" 869 "3"
"66408" "58.dat" 22 "c" 467 "4"
"66409" "58.dat" 22 "c" 473 "5"
"66429" "58.dat" 15 "d" 478 "1"
"66430" "58.dat" 15 "d" 1070 "2"
"66431" "58.dat" 15 "d" 441 "3"
"66432" "58.dat" 15 "d" 490 "4"
"66433" "58.dat" 15 "d" 1868 "5"
"66488" "58.dat" 12 "a" 511 "1"
"66489" "58.dat" 12 "a" 584 "2"
"664901" "58.dat" 12 "a" 550 "3"
"664911" "58.dat" 12 "a" 535 "4"
"664921" "58.dat" 12 "a" 622 "5"
"66526" "58.dat" 7 "d" 880 "1"
"66527" "58.dat" 7 "d" 585 "2"
"66528" "58.dat" 7 "d" 431 "3"
"66529" "58.dat" 7 "d" 1367 "4"
"66530" "58.dat" 7 "d" 572 "5"
"66592" "58.dat" 16 "a" 734 "1"
"66593" "58.dat" 16 "a" 654 "2"
"66594" "58.dat" 16 "a" 630 "3"
"66595" "58.dat" 16 "a" 499 "4"
"66596" "58.dat" 16 "a" 583 "5"
"666131" "58.dat" 1 "b" 422 "1"
"666141" "58.dat" 1 "b" 560 "2"
"666151" "58.dat" 1 "b" 1625 "3"
"666161" "58.dat" 1 "b" 825 "4"
"666171" "58.dat" 1 "b" 933 "5"
"66674" "58.dat" 11 "d" 592 "1"
"66675" "58.dat" 11 "d" 653 "2"
"66676" "58.dat" 11 "d" 559 "3"
"666771" "58.dat" 11 "d" 452 "4"
"666781" "58.dat" 11 "d" 456 "5"
"66735" "58.dat" 14 "c" 431 "1"
"66736" "58.dat" 14 "c" 993 "2"
"66737" "58.dat" 14 "c" 472 "3"
"66738" "58.dat" 14 "c" 497 "4"
"66739" "58.dat" 14 "c" 460 "5"
"66766" "58.dat" 18 "c" 589 "1"
"66767" "58.dat" 18 "c" 558 "2"
"66768" "58.dat" 18 "c" 459 "3"
"66769" "58.dat" 18 "c" 530 "4"
"66770" "58.dat" 18 "c" 925 "5"
"66798" "58.dat" 8 "a" 547 "1"
"66799" "58.dat" 8 "a" 742 "2"
"66800" "58.dat" 8 "a" 498 "3"
"66801" "58.dat" 8 "a" 669 "4"
"66802" "58.dat" 8 "a" 923 "5"
"668481" "58.dat" 19 "d" 472 "1"
"668491" "58.dat" 19 "d" 779 "2"
"668501" "58.dat" 19 "d" 513 "3"
"668511" "58.dat" 19 "d" 441 "4"
"668521" "58.dat" 19 "d" 401 "5"
"66877" "58.dat" 17 "b" 945 "1"
"66878" "58.dat" 17 "b" 526 "2"
"66879" "58.dat" 17 "b" 396 "3"
"66880" "58.dat" 17 "b" 479 "4"
"66881" "58.dat" 17 "b" 483 "5"
"66904" "58.dat" 2 "c" 906 "1"
"66905" "58.dat" 2 "c" 549 "2"
"669061" "58.dat" 2 "c" 420 "3"
"669071" "58.dat" 2 "c" 431 "4"
"669081" "58.dat" 2 "c" 964 "5"
"66946" "58.dat" 21 "b" 815 "1"
"66947" "58.dat" 21 "b" 475 "2"
"66948" "58.dat" 21 "b" 371 "3"
"66949" "58.dat" 21 "b" 394 "4"
"66950" "58.dat" 21 "b" 593 "5"
"66998" "58.dat" 10 "c" 566 "1"
"66999" "58.dat" 10 "c" 787 "2"
"67000" "58.dat" 10 "c" 456 "3"
"67001" "58.dat" 10 "c" 413 "4"
"67002" "58.dat" 10 "c" 458 "5"
"67133" "58.dat" 9 "b" 432 "1"
"67134" "58.dat" 9 "b" 478 "2"
"67135" "58.dat" 9 "b" 382 "3"
"67136" "58.dat" 9 "b" 508 "4"
"67137" "58.dat" 9 "b" 585 "5"
"67155" "58.dat" 24 "a" 526 "1"
"67156" "58.dat" 24 "a" 509 "2"
"67157" "58.dat" 24 "a" 450 "3"
"67158" "58.dat" 24 "a" 418 "4"
"67159" "58.dat" 24 "a" 577 "5"
"672161" "58.dat" 23 "d" 471 "1"
"672171" "58.dat" 23 "d" 553 "2"
"672181" "58.dat" 23 "d" 605 "3"
"672191" "58.dat" 23 "d" 520 "4"
"672201" "58.dat" 23 "d" 568 "5"
"67360" "58.dat" 4 "a" 391 "1"
"67361" "58.dat" 4 "a" 794 "2"
"67362" "58.dat" 4 "a" 416 "3"
"67363" "58.dat" 4 "a" 372 "4"
"67364" "58.dat" 4 "a" 536 "5"
"67399" "58.dat" 3 "d" 459 "1"
"67400" "58.dat" 3 "d" 742 "2"
"67401" "58.dat" 3 "d" 377 "3"
"67402" "58.dat" 3 "d" 395 "4"
"67403" "58.dat" 3 "d" 541 "5"
"67465" "58.dat" 13 "b" 412 "1"
"67466" "58.dat" 13 "b" 421 "2"
"67467" "58.dat" 13 "b" 398 "3"
"67468" "58.dat" 13 "b" 407 "4"
"67469" "58.dat" 13 "b" 2908 "5"
"67555" "59.dat" 21 "c" 458 "1"
"67556" "59.dat" 21 "c" 507 "2"
"67557" "59.dat" 21 "c" 396 "3"
"67558" "59.dat" 21 "c" 561 "4"
"67559" "59.dat" 21 "c" 1038 "5"
"67616" "59.dat" 18 "d" 428 "1"
"67617" "59.dat" 18 "d" 447 "2"
"67618" "59.dat" 18 "d" 461 "3"
"67619" "59.dat" 18 "d" 1238 "4"
"67620" "59.dat" 18 "d" 558 "5"
"67664" "59.dat" 16 "b" 545 "1"
"67665" "59.dat" 16 "b" 420 "2"
"67666" "59.dat" 16 "b" 397 "3"
"67667" "59.dat" 16 "b" 416 "4"
"67668" "59.dat" 16 "b" 472 "5"
"67725" "59.dat" 5 "c" 414 "1"
"67726" "59.dat" 5 "c" 443 "2"
"67727" "59.dat" 5 "c" 418 "3"
"67728" "59.dat" 5 "c" 414 "4"
"67729" "59.dat" 5 "c" 421 "5"
"677721" "59.dat" 11 "a" 370 "1"
"677731" "59.dat" 11 "a" 371 "2"
"677741" "59.dat" 11 "a" 356 "3"
"67775" "59.dat" 11 "a" 336 "4"
"67776" "59.dat" 11 "a" 411 "5"
"678221" "59.dat" 12 "b" 335 "1"
"678231" "59.dat" 12 "b" 317 "2"
"678241" "59.dat" 12 "b" 419 "3"
"678251" "59.dat" 12 "b" 411 "4"
"678261" "59.dat" 12 "b" 420 "5"
"67857" "59.dat" 22 "d" 350 "1"
"67858" "59.dat" 22 "d" 374 "2"
"67859" "59.dat" 22 "d" 359 "3"
"67860" "59.dat" 22 "d" 361 "4"
"67861" "59.dat" 22 "d" 723 "5"
"67891" "59.dat" 15 "a" 460 "1"
"67892" "59.dat" 15 "a" 385 "2"
"67893" "59.dat" 15 "a" 364 "3"
"67894" "59.dat" 15 "a" 408 "4"
"67895" "59.dat" 15 "a" 668 "5"
"67921" "59.dat" 9 "c" 374 "1"
"67922" "59.dat" 9 "c" 289 "2"
"67923" "59.dat" 9 "c" 499 "3"
"67924" "59.dat" 9 "c" 507 "4"
"67925" "59.dat" 9 "c" 391 "5"
"67979" "59.dat" 17 "c" 394 "1"
"67980" "59.dat" 17 "c" 367 "2"
"67981" "59.dat" 17 "c" 367 "3"
"67982" "59.dat" 17 "c" 383 "4"
"67983" "59.dat" 17 "c" 359 "5"
"680111" "59.dat" 2 "d" 302 "1"
"680121" "59.dat" 2 "d" 341 "2"
"680131" "59.dat" 2 "d" 324 "3"
"680141" "59.dat" 2 "d" 305 "4"
"680151" "59.dat" 2 "d" 2932 "5"
"68096" "59.dat" 24 "b" 313 "1"
"68097" "59.dat" 24 "b" 320 "2"
"68098" "59.dat" 24 "b" 324 "3"
"68099" "59.dat" 24 "b" 307 "4"
"681001" "59.dat" 24 "b" 343 "5"
"68165" "59.dat" 3 "a" 284 "1"
"68166" "59.dat" 3 "a" 325 "2"
"68167" "59.dat" 3 "a" 306 "3"
"68168" "59.dat" 3 "a" 303 "4"
"68169" "59.dat" 3 "a" 302 "5"
"68220" "59.dat" 6 "d" 328 "1"
"68221" "59.dat" 6 "d" 326 "2"
"68222" "59.dat" 6 "d" 358 "3"
"68223" "59.dat" 6 "d" 446 "4"
"68224" "59.dat" 6 "d" 571 "5"
"68267" "59.dat" 4 "b" 309 "1"
"68268" "59.dat" 4 "b" 325 "2"
"68269" "59.dat" 4 "b" 354 "3"
"68270" "59.dat" 4 "b" 345 "4"
"68271" "59.dat" 4 "b" 367 "5"
"68323" "59.dat" 10 "d" 714 "1"
"68324" "59.dat" 10 "d" 440 "2"
"68325" "59.dat" 10 "d" 498 "3"
"68326" "59.dat" 10 "d" 1818 "4"
"68327" "59.dat" 10 "d" 445 "5"
"68364" "59.dat" 1 "c" 411 "1"
"68365" "59.dat" 1 "c" 439 "2"
"683661" "59.dat" 1 "c" 428 "3"
"683671" "59.dat" 1 "c" 459 "4"
"683681" "59.dat" 1 "c" 506 "5"
"68408" "59.dat" 20 "b" 577 "1"
"68409" "59.dat" 20 "b" 358 "2"
"68410" "59.dat" 20 "b" 333 "3"
"68411" "59.dat" 20 "b" 346 "4"
"68412" "59.dat" 20 "b" 331 "5"
"68446" "59.dat" 19 "a" 360 "1"
"68447" "59.dat" 19 "a" 353 "2"
"68448" "59.dat" 19 "a" 352 "3"
"68449" "59.dat" 19 "a" 386 "4"
"68450" "59.dat" 19 "a" 324 "5"
"684931" "59.dat" 23 "a" 358 "1"
"684941" "59.dat" 23 "a" 359 "2"
"684951" "59.dat" 23 "a" 455 "3"
"684961" "59.dat" 23 "a" 396 "4"
"68497" "59.dat" 23 "a" 366 "5"
"685501" "59.dat" 8 "b" 371 "1"
"685511" "59.dat" 8 "b" 310 "2"
"685521" "59.dat" 8 "b" 362 "3"
"685531" "59.dat" 8 "b" 360 "4"
"685541" "59.dat" 8 "b" 438 "5"
"68608" "59.dat" 14 "d" 314 "1"
"68609" "59.dat" 14 "d" 621 "2"
"68610" "59.dat" 14 "d" 483 "3"
"68611" "59.dat" 14 "d" 1532 "4"
"68612" "59.dat" 14 "d" 375 "5"
"68637" "59.dat" 13 "c" 330 "1"
"68638" "59.dat" 13 "c" 1841 "2"
"68639" "59.dat" 13 "c" 466 "3"
"68640" "59.dat" 13 "c" 2720 "4"
"68641" "59.dat" 13 "c" 383 "5"
"68731" "59.dat" 7 "a" 466 "1"
"68732" "59.dat" 7 "a" 225 "2"
"68733" "59.dat" 7 "a" 240 "3"
"68734" "59.dat" 7 "a" 271 "4"
"68735" "59.dat" 7 "a" 765 "5"
"68802" "6.dat" 12 "a" 636 "1"
"68803" "6.dat" 12 "a" 635 "2"
"688041" "6.dat" 12 "a" 753 "3"
"688051" "6.dat" 12 "a" 590 "4"
"688061" "6.dat" 12 "a" 635 "5"
"68838" "6.dat" 14 "c" 590 "1"
"68839" "6.dat" 14 "c" 726 "2"
"68840" "6.dat" 14 "c" 726 "3"
"68841" "6.dat" 14 "c" 771 "4"
"68842" "6.dat" 14 "c" 635 "5"
"68894" "6.dat" 17 "b" 500 "1"
"68895" "6.dat" 17 "b" 590 "2"
"68896" "6.dat" 17 "b" 454 "3"
"68897" "6.dat" 17 "b" 454 "4"
"68898" "6.dat" 17 "b" 545 "5"
"68993" "6.dat" 18 "c" 952 "1"
"68994" "6.dat" 18 "c" 598 "2"
"68995" "6.dat" 18 "c" 491 "3"
"68996" "6.dat" 18 "c" 544 "4"
"68997" "6.dat" 18 "c" 771 "5"
"69029" "6.dat" 19 "d" 544 "1"
"69030" "6.dat" 19 "d" 862 "2"
"69031" "6.dat" 19 "d" 618 "3"
"69032" "6.dat" 19 "d" 1796 "4"
"69033" "6.dat" 19 "d" 454 "5"
"69062" "6.dat" 1 "b" 454 "1"
"69063" "6.dat" 1 "b" 499 "2"
"69064" "6.dat" 1 "b" 499 "3"
"69065" "6.dat" 1 "b" 726 "4"
"69066" "6.dat" 1 "b" 635 "5"
"691051" "6.dat" 4 "a" 454 "1"
"691061" "6.dat" 4 "a" 409 "2"
"691071" "6.dat" 4 "a" 544 "3"
"691081" "6.dat" 4 "a" 590 "4"
"691091" "6.dat" 4 "a" 454 "5"
"69126" "6.dat" 20 "a" 409 "1"
"69127" "6.dat" 20 "a" 545 "2"
"69128" "6.dat" 20 "a" 457 "3"
"69129" "6.dat" 20 "a" 497 "4"
"69130" "6.dat" 20 "a" 499 "5"
"69167" "6.dat" 13 "b" 454 "1"
"69168" "6.dat" 13 "b" 544 "2"
"69169" "6.dat" 13 "b" 571 "3"
"69170" "6.dat" 13 "b" 635 "4"
"69171" "6.dat" 13 "b" 680 "5"
"69226" "6.dat" 11 "d" 499 "1"
"69227" "6.dat" 11 "d" 726 "2"
"69228" "6.dat" 11 "d" 1723 "3"
"69229" "6.dat" 11 "d" 544 "4"
"69230" "6.dat" 11 "d" 499 "5"
"69292" "6.dat" 2 "c" 590 "1"
"69293" "6.dat" 2 "c" 2068 "2"
"69294" "6.dat" 2 "c" 499 "3"
"69295" "6.dat" 2 "c" 681 "4"
"69296" "6.dat" 2 "c" 545 "5"
"69340" "6.dat" 6 "c" 771 "1"
"69341" "6.dat" 6 "c" 1768 "2"
"69342" "6.dat" 6 "c" 680 "3"
"69343" "6.dat" 6 "c" 816 "4"
"69344" "6.dat" 6 "c" 771 "5"
"69406" "6.dat" 21 "b" 817 "1"
"69407" "6.dat" 21 "b" 1270 "2"
"69408" "6.dat" 21 "b" 590 "3"
"69409" "6.dat" 21 "b" 680 "4"
"69410" "6.dat" 21 "b" 499 "5"
"69471" "6.dat" 22 "c" 590 "1"
"69472" "6.dat" 22 "c" 617 "2"
"69473" "6.dat" 22 "c" 499 "3"
"69474" "6.dat" 22 "c" 454 "4"
"69475" "6.dat" 22 "c" 635 "5"
"69602" "6.dat" 16 "a" 545 "1"
"69603" "6.dat" 16 "a" 998 "2"
"69604" "6.dat" 16 "a" 1224 "3"
"69605" "6.dat" 16 "a" 726 "4"
"69606" "6.dat" 16 "a" 1088 "5"
"69658" "6.dat" 9 "b" 590 "1"
"69659" "6.dat" 9 "b" 617 "2"
"69660" "6.dat" 9 "b" 726 "3"
"69661" "6.dat" 9 "b" 726 "4"
"69662" "6.dat" 9 "b" 544 "5"
"69692" "6.dat" 23 "d" 544 "1"
"69693" "6.dat" 23 "d" 590 "2"
